,Channel 1,Channel 2
Revision:           ,0,0
Type:               ,average,average
Start:              ,0,0
Points:             ,71000,71000
Count:              ,48,48
XDispRange:         ,7.10000E+00,7.10000E+00
XDispOrg:           ,-3.67099999999998E-02,-3.67099999999998E-02
XInc:               ,1.00000000000000E-04,1.00000000000000E-04
XOrg:               ,-3.66100000000001E-02,-3.66100000000001E-02
Units:              ,Second,Second
XReference:         ,4,4
YDispRange:         ,4.00000E-01,8.00000E+00
YDispOrg:           ,5.87999999523163E-01,2.35999989509583E+00
YInc:               ,6.587944310779E-06,1.31762197229732E-04
YOrg:               ,5.94640647865265E-01,2.49281629480757E+00
Units:              ,Volt,Volt
YReference:         ,1,1
Frame:              ,DSOS104A:MY55510295,DSOS104A:MY55510295
Date:               ,10 MAY 2018,10 MAY 2018
Time:               ,18:08:09,18:08:09
Max Bandwidth:      ,5000,5000
Min Bandwidth:      ,0,0
Time Tags (Channel 1),Channel 1,Channel 2
2.3020900E+00, 4.962892E-01, 4.7911444E+00
2.3021900E+00, 4.815454E-01, 4.7875867E+00
2.3022900E+00, 4.893455E-01, 4.7844243E+00
2.3023900E+00, 4.896947E-01, 4.7852149E+00
2.3024900E+00, 5.037138E-01, 4.7962832E+00
2.3025900E+00, 4.993131E-01, 4.7831068E+00
2.3026900E+00, 5.069354E-01, 4.7819209E+00
2.3027900E+00, 5.141031E-01, 4.7815256E+00
2.3028900E+00, 5.089512E-01, 4.7821846E+00
2.3029900E+00, 5.131214E-01, 4.7885089E+00
2.3030900E+00, 5.097484E-01, 4.7841611E+00
2.3031900E+00, 5.078642E-01, 4.7823162E+00
2.3032900E+00, 5.111319E-01, 4.7837658E+00
2.3033900E+00, 4.975541E-01, 4.7850833E+00
2.3034900E+00, 5.014344E-01, 4.7866645E+00
2.3035900E+00, 5.076271E-01, 4.7865324E+00
2.3036900E+00, 5.053147E-01, 4.7873230E+00
2.3037900E+00, 5.018099E-01, 4.7849517E+00
2.3038900E+00, 4.948004E-01, 4.7796812E+00
2.3039900E+00, 4.907158E-01, 4.7865324E+00
2.3040900E+00, 4.809723E-01, 4.7862692E+00
2.3041900E+00, 5.068234E-01, 4.7849517E+00
2.3042900E+00, 5.043331E-01, 4.7831068E+00
2.3043900E+00, 4.984369E-01, 4.7856102E+00
2.3044900E+00, 5.069222E-01, 4.7846880E+00
2.3045900E+00, 5.128381E-01, 4.7870598E+00
2.3046900E+00, 5.093794E-01, 4.7887726E+00
2.3047900E+00, 4.849645E-01, 4.7921982E+00
2.3048900E+00, 4.885879E-01, 4.7831068E+00
2.3049900E+00, 4.843782E-01, 4.7877183E+00
2.3050900E+00, 5.033845E-01, 4.7957559E+00
2.3051900E+00, 5.052291E-01, 4.7852149E+00
2.3052900E+00, 5.030221E-01, 4.7850833E+00
2.3053900E+00, 5.065730E-01, 4.7873230E+00
2.3054900E+00, 5.136616E-01, 4.7912760E+00
2.3055900E+00, 5.035228E-01, 4.7840290E+00
2.3056900E+00, 4.994580E-01, 4.7895632E+00
2.3057900E+00, 5.133388E-01, 4.7865324E+00
2.3058900E+00, 5.098802E-01, 4.7904854E+00
2.3059900E+00, 5.156973E-01, 4.7860055E+00
2.3060900E+00, 5.011577E-01, 4.7937794E+00
2.3061900E+00, 5.160794E-01, 4.7912760E+00
2.3062900E+00, 5.092082E-01, 4.7870598E+00
2.3063900E+00, 5.137143E-01, 4.7860055E+00
2.3064900E+00, 5.253684E-01, 4.7885089E+00
2.3065900E+00, 5.204472E-01, 4.7904854E+00
2.3066900E+00, 5.206646E-01, 4.7841611E+00
2.3067900E+00, 5.173970E-01, 4.7873230E+00
2.3068900E+00, 5.056441E-01, 4.7778363E+00
2.3069900E+00, 5.078313E-01, 4.7841611E+00
2.3070900E+00, 5.191955E-01, 4.7832384E+00
2.3071900E+00, 5.168502E-01, 4.7875867E+00
2.3072900E+00, 5.163100E-01, 4.7904854E+00
2.3073900E+00, 5.126273E-01, 4.7845564E+00
2.3074900E+00, 5.145115E-01, 4.7820525E+00
2.3075900E+00, 5.061975E-01, 4.7874551E+00
2.3076900E+00, 5.007954E-01, 4.7856102E+00
2.3077900E+00, 5.040696E-01, 4.7865324E+00
2.3078900E+00, 4.978572E-01, 4.7837658E+00
2.3079900E+00, 5.081014E-01, 4.7848196E+00
2.3080900E+00, 5.195051E-01, 4.7794175E+00
2.3081900E+00, 5.146103E-01, 4.7821846E+00
2.3082900E+00, 5.183128E-01, 4.7828431E+00
2.3083900E+00, 5.126801E-01, 4.7845564E+00
2.3084900E+00, 5.146564E-01, 4.7870598E+00
2.3085900E+00, 5.099987E-01, 4.7849517E+00
2.3086900E+00, 5.062436E-01, 4.7848196E+00
2.3087900E+00, 5.021130E-01, 4.7861371E+00
2.3088900E+00, 5.140240E-01, 4.7878504E+00
2.3089900E+00, 5.225356E-01, 4.7806034E+00
2.3090900E+00, 5.195776E-01, 4.7865324E+00
2.3091900E+00, 5.161387E-01, 4.7804713E+00
2.3092900E+00, 5.075809E-01, 4.7867961E+00
2.3093900E+00, 5.100844E-01, 4.7881136E+00
2.3094900E+00, 5.243670E-01, 4.7850833E+00
2.3095900E+00, 5.139515E-01, 4.7824478E+00
2.3096900E+00, 5.188925E-01, 4.7879820E+00
2.3097900E+00, 5.121201E-01, 4.7853470E+00
2.3098900E+00, 5.136551E-01, 4.7943068E+00
2.3099900E+00, 5.071791E-01, 4.7858739E+00
2.3100900E+00, 4.944117E-01, 4.7900901E+00
2.3101900E+00, 4.985028E-01, 4.7835021E+00
2.3102900E+00, 4.905379E-01, 4.7890363E+00
2.3103900E+00, 4.987465E-01, 4.7846880E+00
2.3104900E+00, 5.144324E-01, 4.7835021E+00
2.3105900E+00, 5.135431E-01, 4.7860055E+00
2.3106900E+00, 5.189320E-01, 4.7858739E+00
2.3107900E+00, 5.183259E-01, 4.7860055E+00
2.3108900E+00, 5.152230E-01, 4.7832384E+00
2.3109900E+00, 5.189847E-01, 4.7825799E+00
2.3110900E+00, 5.118302E-01, 4.7856102E+00
2.3111900E+00, 5.057693E-01, 4.7852149E+00
2.3112900E+00, 5.150978E-01, 4.7820525E+00
2.3113900E+00, 5.174826E-01, 4.7800765E+00
2.3114900E+00, 5.193075E-01, 4.7840290E+00
2.3115900E+00, 5.152625E-01, 4.7848196E+00
2.3116900E+00, 5.101898E-01, 4.7812619E+00
2.3117900E+00, 5.032000E-01, 4.7787585E+00
2.3118900E+00, 5.069617E-01, 4.7837658E+00
2.3119900E+00, 5.112175E-01, 4.7827115E+00
2.3120900E+00, 5.116194E-01, 4.7844243E+00
2.3121900E+00, 5.158356E-01, 4.7864008E+00
2.3122900E+00, 5.170940E-01, 4.7858739E+00
2.3123900E+00, 5.122452E-01, 4.7850833E+00
2.3124900E+00, 5.065796E-01, 4.7819209E+00
2.3125900E+00, 4.989244E-01, 4.7854786E+00
2.3126900E+00, 5.001102E-01, 4.7827115E+00
2.3127900E+00, 5.085955E-01, 4.7833705E+00
2.3128900E+00, 5.132071E-01, 4.7860055E+00
2.3129900E+00, 5.192482E-01, 4.7845564E+00
2.3130900E+00, 5.171993E-01, 4.7815256E+00
2.3131900E+00, 5.097154E-01, 4.7849517E+00
2.3132900E+00, 5.169424E-01, 4.7800765E+00
2.3133900E+00, 5.061382E-01, 4.7869277E+00
2.3134900E+00, 5.018429E-01, 4.7783632E+00
2.3135900E+00, 5.069814E-01, 4.7808666E+00
2.3136900E+00, 5.203220E-01, 4.7862692E+00
2.3137900E+00, 5.146433E-01, 4.7836337E+00
2.3138900E+00, 5.179306E-01, 4.7886410E+00
2.3139900E+00, 5.122979E-01, 4.7832384E+00
2.3140900E+00, 5.095574E-01, 4.7757282E+00
2.3141900E+00, 5.093926E-01, 4.7825799E+00
2.3142900E+00, 5.047284E-01, 4.7845564E+00
2.3143900E+00, 5.191296E-01, 4.7902222E+00
2.3144900E+00, 5.171203E-01, 4.7829752E+00
2.3145900E+00, 5.096694E-01, 4.7832384E+00
2.3146900E+00, 5.128052E-01, 4.7824478E+00
2.3147900E+00, 5.110067E-01, 4.7929888E+00
2.3148900E+00, 5.024094E-01, 4.7866645E+00
2.3149900E+00, 5.035557E-01, 4.7904854E+00
2.3150900E+00, 5.075744E-01, 4.7844243E+00
2.3151900E+00, 5.059010E-01, 4.7907491E+00
2.3152900E+00, 5.130885E-01, 4.7932525E+00
2.3153900E+00, 5.142875E-01, 4.7850833E+00
2.3154900E+00, 5.056177E-01, 4.7864008E+00
2.3155900E+00, 5.144654E-01, 4.7858739E+00
2.3156900E+00, 5.164088E-01, 4.7864008E+00
2.3157900E+00, 5.175288E-01, 4.7903538E+00
2.3158900E+00, 5.195578E-01, 4.7883773E+00
2.3159900E+00, 5.106378E-01, 4.7891679E+00
2.3160900E+00, 5.071396E-01, 4.7907491E+00
2.3161900E+00, 5.164747E-01, 4.7802081E+00
2.3162900E+00, 5.143534E-01, 4.7853470E+00
2.3163900E+00, 5.141821E-01, 4.7864008E+00
2.3164900E+00, 5.085560E-01, 4.7892995E+00
2.3165900E+00, 5.088129E-01, 4.7873230E+00
2.3166900E+00, 5.039840E-01, 4.7899585E+00
2.3167900E+00, 5.208886E-01, 4.7874551E+00
2.3168900E+00, 5.198345E-01, 4.7869277E+00
2.3169900E+00, 5.213300E-01, 4.7842927E+00
2.3170900E+00, 5.172323E-01, 4.7919350E+00
2.3171900E+00, 5.104797E-01, 4.7875867E+00
2.3172900E+00, 5.147684E-01, 4.7835021E+00
2.3173900E+00, 5.067707E-01, 4.7827115E+00
2.3174900E+00, 5.064544E-01, 4.7849517E+00
2.3175900E+00, 4.999323E-01, 4.7804713E+00
2.3176900E+00, 5.029694E-01, 4.7831068E+00
2.3177900E+00, 5.133784E-01, 4.7895632E+00
2.3178900E+00, 5.176605E-01, 4.7907491E+00
2.3179900E+00, 5.143995E-01, 4.7866645E+00
2.3180900E+00, 5.161716E-01, 4.7867961E+00
2.3181900E+00, 5.166658E-01, 4.7864008E+00
2.3182900E+00, 5.104467E-01, 4.7861371E+00
2.3183900E+00, 5.138922E-01, 4.7850833E+00
2.3184900E+00, 5.170017E-01, 4.7819209E+00
2.3185900E+00, 5.188200E-01, 4.7881136E+00
2.3186900E+00, 5.094849E-01, 4.7837658E+00
2.3187900E+00, 5.168568E-01, 4.7832384E+00
2.3188900E+00, 5.119817E-01, 4.7907491E+00
2.3189900E+00, 5.072582E-01, 4.7827115E+00
2.3190900E+00, 5.152230E-01, 4.7875867E+00
2.3191900E+00, 5.107893E-01, 4.7811303E+00
2.3192900E+00, 5.124363E-01, 4.7846880E+00
2.3193900E+00, 5.088788E-01, 4.7844243E+00
2.3194900E+00, 5.072647E-01, 4.7836337E+00
2.3195900E+00, 5.034899E-01, 4.7778363E+00
2.3196900E+00, 5.053015E-01, 4.7873230E+00
2.3197900E+00, 5.142941E-01, 4.7825799E+00
2.3198900E+00, 5.035360E-01, 4.7899585E+00
2.3199900E+00, 5.118961E-01, 4.7877183E+00
2.3200900E+00, 5.167975E-01, 4.7877183E+00
2.3201900E+00, 5.138724E-01, 4.7858739E+00
2.3202900E+00, 5.236687E-01, 4.7835021E+00
2.3203900E+00, 5.159740E-01, 4.7865324E+00
2.3204900E+00, 5.136814E-01, 4.7792859E+00
2.3205900E+00, 5.052817E-01, 4.7871914E+00
2.3206900E+00, 5.118434E-01, 4.7792859E+00
2.3207900E+00, 4.973038E-01, 4.7848196E+00
2.3208900E+00, 5.090962E-01, 4.7865324E+00
2.3209900E+00, 5.201640E-01, 4.7832384E+00
2.3210900E+00, 5.154997E-01, 4.7841611E+00
2.3211900E+00, 5.098274E-01, 4.7875867E+00
2.3212900E+00, 5.164878E-01, 4.7853470E+00
2.3213900E+00, 5.094585E-01, 4.7841611E+00
2.3214900E+00, 5.136089E-01, 4.7920666E+00
2.3215900E+00, 5.197818E-01, 4.7825799E+00
2.3216900E+00, 5.109474E-01, 4.7829752E+00
2.3217900E+00, 5.119817E-01, 4.7899585E+00
2.3218900E+00, 5.105587E-01, 4.7817893E+00
2.3219900E+00, 5.180558E-01, 4.7857423E+00
2.3220900E+00, 5.073570E-01, 4.7898269E+00
2.3221900E+00, 5.073504E-01, 4.7870598E+00
2.3222900E+00, 5.008415E-01, 4.7841611E+00
2.3223900E+00, 5.011511E-01, 4.7866645E+00
2.3224900E+00, 5.050182E-01, 4.7857423E+00
2.3225900E+00, 4.994580E-01, 4.7933841E+00
2.3226900E+00, 5.084308E-01, 4.7890363E+00
2.3227900E+00, 5.178318E-01, 4.7759914E+00
2.3228900E+00, 5.182534E-01, 4.7961512E+00
2.3229900E+00, 5.175288E-01, 4.7943068E+00
2.3230900E+00, 5.130358E-01, 4.7958879E+00
2.3231900E+00, 5.218043E-01, 4.7932525E+00
2.3232900E+00, 5.061975E-01, 4.7882457E+00
2.3233900E+00, 5.231153E-01, 4.7902222E+00
2.3234900E+00, 5.221272E-01, 4.7860055E+00
2.3235900E+00, 5.118829E-01, 4.7866645E+00
2.3236900E+00, 5.075612E-01, 4.7898269E+00
2.3237900E+00, 5.089908E-01, 4.7906175E+00
2.3238900E+00, 5.040827E-01, 4.7918029E+00
2.3239900E+00, 5.085626E-01, 4.7914081E+00
2.3240900E+00, 5.154733E-01, 4.7878504E+00
2.3241900E+00, 5.056770E-01, 4.7857423E+00
2.3242900E+00, 5.132598E-01, 4.7977324E+00
2.3243900E+00, 5.104731E-01, 4.7915397E+00
2.3244900E+00, 5.204011E-01, 4.7860055E+00
2.3245900E+00, 5.036084E-01, 4.7931209E+00
2.3246900E+00, 5.024094E-01, 4.7857423E+00
2.3247900E+00, 5.107168E-01, 4.7882457E+00
2.3248900E+00, 5.113559E-01, 4.7857423E+00
2.3249900E+00, 5.086679E-01, 4.7896948E+00
2.3250900E+00, 5.213234E-01, 4.7889042E+00
2.3251900E+00, 5.215408E-01, 4.7908807E+00
2.3252900E+00, 5.103940E-01, 4.7915397E+00
2.3253900E+00, 5.111977E-01, 4.7916713E+00
2.3254900E+00, 5.126076E-01, 4.7912760E+00
2.3255900E+00, 5.029760E-01, 4.7907491E+00
2.3256900E+00, 4.987597E-01, 4.7924619E+00
2.3257900E+00, 5.240179E-01, 4.7881136E+00
2.3258900E+00, 5.146103E-01, 4.7923303E+00
2.3259900E+00, 5.136748E-01, 4.7870598E+00
2.3260900E+00, 5.182468E-01, 4.7875867E+00
2.3261900E+00, 5.113427E-01, 4.7877183E+00
2.3262900E+00, 5.092609E-01, 4.7853470E+00
2.3263900E+00, 5.196567E-01, 4.7827115E+00
2.3264900E+00, 5.157303E-01, 4.7831068E+00
2.3265900E+00, 5.163891E-01, 4.7842927E+00
2.3266900E+00, 5.062436E-01, 4.7820525E+00
2.3267900E+00, 5.032461E-01, 4.7854786E+00
2.3268900E+00, 5.092939E-01, 4.7835021E+00
2.3269900E+00, 5.047679E-01, 4.7794175E+00
2.3270900E+00, 5.085626E-01, 4.7849517E+00
2.3271900E+00, 4.971259E-01, 4.7866645E+00
2.3272900E+00, 5.091159E-01, 4.7781000E+00
2.3273900E+00, 5.048865E-01, 4.7867961E+00
2.3274900E+00, 5.016255E-01, 4.7882457E+00
2.3275900E+00, 5.122781E-01, 4.7867961E+00
2.3276900E+00, 5.097352E-01, 4.7862692E+00
2.3277900E+00, 4.996293E-01, 4.7857423E+00
2.3278900E+00, 5.031802E-01, 4.7820525E+00
2.3279900E+00, 5.016650E-01, 4.7910128E+00
2.3280900E+00, 5.005912E-01, 4.7807350E+00
2.3281900E+00, 4.981470E-01, 4.7875867E+00
2.3282900E+00, 4.914998E-01, 4.7845564E+00
2.3283900E+00, 5.024753E-01, 4.7862692E+00
2.3284900E+00, 5.037863E-01, 4.7802081E+00
2.3285900E+00, 5.049985E-01, 4.7845564E+00
2.3286900E+00, 4.964473E-01, 4.7831068E+00
2.3287900E+00, 4.922838E-01, 4.7853470E+00
2.3288900E+00, 4.850304E-01, 4.7856102E+00
2.3289900E+00, 4.934762E-01, 4.7788906E+00
2.3290900E+00, 5.001695E-01, 4.7883773E+00
2.3291900E+00, 4.955250E-01, 4.7804713E+00
2.3292900E+00, 5.028508E-01, 4.7835021E+00
2.3293900E+00, 5.074558E-01, 4.7885089E+00
2.3294900E+00, 5.070078E-01, 4.7881136E+00
2.3295900E+00, 4.921454E-01, 4.7827115E+00
2.3296900E+00, 4.854455E-01, 4.7858739E+00
2.3297900E+00, 4.911111E-01, 4.7849517E+00
2.3298900E+00, 4.956502E-01, 4.7871914E+00
2.3299900E+00, 5.029430E-01, 4.7807350E+00
2.3300900E+00, 5.072582E-01, 4.7845564E+00
2.3301900E+00, 5.084374E-01, 4.7871914E+00
2.3302900E+00, 5.115469E-01, 4.7866645E+00
2.3303900E+00, 5.085296E-01, 4.7808666E+00
2.3304900E+00, 5.067245E-01, 4.7807350E+00
2.3305900E+00, 5.012763E-01, 4.7911444E+00
2.3306900E+00, 5.020075E-01, 4.7912760E+00
2.3307900E+00, 5.022118E-01, 4.7840290E+00
2.3308900E+00, 4.934894E-01, 4.7887726E+00
2.3309900E+00, 5.092279E-01, 4.7894316E+00
2.3310900E+00, 5.038785E-01, 4.7924619E+00
2.3311900E+00, 5.074558E-01, 4.7894316E+00
2.3312900E+00, 5.054926E-01, 4.7853470E+00
2.3313900E+00, 4.996754E-01, 4.7828431E+00
2.3314900E+00, 5.000048E-01, 4.7861371E+00
2.3315900E+00, 5.067707E-01, 4.7879820E+00
2.3316900E+00, 5.040564E-01, 4.7903538E+00
2.3317900E+00, 4.952154E-01, 4.7861371E+00
2.3318900E+00, 5.053082E-01, 4.7947021E+00
2.3319900E+00, 5.004133E-01, 4.7903538E+00
2.3320900E+00, 4.996161E-01, 4.7940431E+00
2.3321900E+00, 4.907949E-01, 4.7927256E+00
2.3322900E+00, 4.804254E-01, 4.7911444E+00
2.3323900E+00, 4.858605E-01, 4.7948337E+00
2.3324900E+00, 4.888580E-01, 4.7896948E+00
2.3325900E+00, 5.069749E-01, 4.7978640E+00
2.3326900E+00, 5.097879E-01, 4.7883773E+00
2.3327900E+00, 5.102029E-01, 4.7911444E+00
2.3328900E+00, 5.150121E-01, 4.7894316E+00
2.3329900E+00, 5.192614E-01, 4.7838974E+00
2.3330900E+00, 5.067509E-01, 4.7838974E+00
2.3331900E+00, 5.093531E-01, 4.7856102E+00
2.3332900E+00, 5.164747E-01, 4.7866645E+00
2.3333900E+00, 5.227662E-01, 4.7886410E+00
2.3334900E+00, 5.160992E-01, 4.7914081E+00
2.3335900E+00, 5.227464E-01, 4.7877183E+00
2.3336900E+00, 5.099394E-01, 4.7791538E+00
2.3337900E+00, 5.126207E-01, 4.7892995E+00
2.3338900E+00, 5.226015E-01, 4.7820525E+00
2.3339900E+00, 5.234908E-01, 4.7846880E+00
2.3340900E+00, 5.184774E-01, 4.7819209E+00
2.3341900E+00, 5.149529E-01, 4.7933841E+00
2.3342900E+00, 5.088261E-01, 4.7842927E+00
2.3343900E+00, 5.135628E-01, 4.7794175E+00
2.3344900E+00, 5.126801E-01, 4.7861371E+00
2.3345900E+00, 5.080092E-01, 4.7866645E+00
2.3346900E+00, 5.156710E-01, 4.7857423E+00
2.3347900E+00, 5.045439E-01, 4.7927256E+00
2.3348900E+00, 5.104665E-01, 4.7845564E+00
2.3349900E+00, 5.135101E-01, 4.7904854E+00
2.3350900E+00, 5.015267E-01, 4.7860055E+00
2.3351900E+00, 5.075151E-01, 4.7887726E+00
2.3352900E+00, 5.066652E-01, 4.7866645E+00
2.3353900E+00, 5.047613E-01, 4.7907491E+00
2.3354900E+00, 5.094388E-01, 4.7828431E+00
2.3355900E+00, 5.172982E-01, 4.7944384E+00
2.3356900E+00, 5.191296E-01, 4.7925935E+00
2.3357900E+00, 5.191098E-01, 4.7908807E+00
2.3358900E+00, 5.165603E-01, 4.7924619E+00
2.3359900E+00, 5.180426E-01, 4.7969418E+00
2.3360900E+00, 5.111121E-01, 4.7921982E+00
2.3361900E+00, 5.006505E-01, 4.7935162E+00
2.3362900E+00, 5.117446E-01, 4.7898269E+00
2.3363900E+00, 5.184115E-01, 4.7896948E+00
2.3364900E+00, 5.065137E-01, 4.7829752E+00
2.3365900E+00, 5.157896E-01, 4.7840290E+00
2.3366900E+00, 5.062107E-01, 4.7891679E+00
2.3367900E+00, 5.055124E-01, 4.7783632E+00
2.3368900E+00, 5.158356E-01, 4.7886410E+00
2.3369900E+00, 5.088590E-01, 4.7918029E+00
2.3370900E+00, 5.208755E-01, 4.7848196E+00
2.3371900E+00, 5.091489E-01, 4.7954926E+00
2.3372900E+00, 5.168304E-01, 4.7881136E+00
2.3373900E+00, 5.229506E-01, 4.7877183E+00
2.3374900E+00, 5.168502E-01, 4.7894316E+00
2.3375900E+00, 5.078709E-01, 4.7881136E+00
2.3376900E+00, 4.953603E-01, 4.7882457E+00
2.3377900E+00, 5.036414E-01, 4.7928572E+00
2.3378900E+00, 5.104731E-01, 4.7906175E+00
2.3379900E+00, 5.075876E-01, 4.7925935E+00
2.3380900E+00, 5.106114E-01, 4.7920666E+00
2.3381900E+00, 5.137209E-01, 4.7871914E+00
2.3382900E+00, 5.137143E-01, 4.7898269E+00
2.3383900E+00, 5.100778E-01, 4.7914081E+00
2.3384900E+00, 5.116062E-01, 4.7887726E+00
2.3385900E+00, 5.091357E-01, 4.7878504E+00
2.3386900E+00, 5.122584E-01, 4.7932525E+00
2.3387900E+00, 5.194327E-01, 4.7848196E+00
2.3388900E+00, 5.261062E-01, 4.7842927E+00
2.3389900E+00, 5.196501E-01, 4.7927256E+00
2.3390900E+00, 5.272921E-01, 4.7858739E+00
2.3391900E+00, 5.062172E-01, 4.7827115E+00
2.3392900E+00, 5.061580E-01, 4.7874551E+00
2.3393900E+00, 5.146630E-01, 4.7857423E+00
2.3394900E+00, 5.156907E-01, 4.7858739E+00
2.3395900E+00, 5.102689E-01, 4.7904854E+00
2.3396900E+00, 5.087997E-01, 4.7898269E+00
2.3397900E+00, 5.121135E-01, 4.7914081E+00
2.3398900E+00, 5.085099E-01, 4.7907491E+00
2.3399900E+00, 5.049722E-01, 4.7898269E+00
2.3400900E+00, 5.013290E-01, 4.7907491E+00
2.3401900E+00, 5.004199E-01, 4.7889042E+00
2.3402900E+00, 5.139186E-01, 4.7858739E+00
2.3403900E+00, 5.243605E-01, 4.7918029E+00
2.3404900E+00, 5.158949E-01, 4.7954926E+00
2.3405900E+00, 5.182863E-01, 4.7928572E+00
2.3406900E+00, 5.210797E-01, 4.7939115E+00
2.3407900E+00, 5.089051E-01, 4.7856102E+00
2.3408900E+00, 5.140042E-01, 4.7940431E+00
2.3409900E+00, 4.974751E-01, 4.7883773E+00
2.3410900E+00, 5.083188E-01, 4.7898269E+00
2.3411900E+00, 5.135826E-01, 4.7904854E+00
2.3412900E+00, 5.132664E-01, 4.7882457E+00
2.3413900E+00, 5.017045E-01, 4.7914081E+00
2.3414900E+00, 5.136221E-01, 4.7895632E+00
2.3415900E+00, 5.048009E-01, 4.7858739E+00
2.3416900E+00, 5.106246E-01, 4.7904854E+00
2.3417900E+00, 5.271801E-01, 4.7956243E+00
2.3418900E+00, 5.249270E-01, 4.7860055E+00
2.3419900E+00, 5.215210E-01, 4.7919350E+00
2.3420900E+00, 5.135496E-01, 4.7891679E+00
2.3421900E+00, 5.165406E-01, 4.7936478E+00
2.3422900E+00, 5.033976E-01, 4.7865324E+00
2.3423900E+00, 5.039905E-01, 4.7882457E+00
2.3424900E+00, 4.980285E-01, 4.7823162E+00
2.3425900E+00, 4.977254E-01, 4.7943068E+00
2.3426900E+00, 5.072713E-01, 4.7858739E+00
2.3427900E+00, 5.120015E-01, 4.7865324E+00
2.3428900E+00, 5.014805E-01, 4.7813940E+00
2.3429900E+00, 5.136155E-01, 4.7907491E+00
2.3430900E+00, 5.137934E-01, 4.7870598E+00
2.3431900E+00, 5.222260E-01, 4.7899585E+00
2.3432900E+00, 5.133651E-01, 4.7848196E+00
2.3433900E+00, 5.175551E-01, 4.7902222E+00
2.3434900E+00, 5.100712E-01, 4.7894316E+00
2.3435900E+00, 5.139713E-01, 4.7852149E+00
2.3436900E+00, 5.176605E-01, 4.7848196E+00
2.3437900E+00, 5.186355E-01, 4.7864008E+00
2.3438900E+00, 5.177593E-01, 4.7824478E+00
2.3439900E+00, 5.190506E-01, 4.7845564E+00
2.3440900E+00, 5.041157E-01, 4.7853470E+00
2.3441900E+00, 5.035492E-01, 4.7867961E+00
2.3442900E+00, 5.125285E-01, 4.7860055E+00
2.3443900E+00, 5.092411E-01, 4.7877183E+00
2.3444900E+00, 5.056639E-01, 4.7886410E+00
2.3445900E+00, 5.083913E-01, 4.7911444E+00
2.3446900E+00, 5.209281E-01, 4.7854786E+00
2.3447900E+00, 5.133916E-01, 4.7828431E+00
2.3448900E+00, 5.092016E-01, 4.7885089E+00
2.3449900E+00, 4.955448E-01, 4.7879820E+00
2.3450900E+00, 5.028113E-01, 4.7900901E+00
2.3451900E+00, 5.100712E-01, 4.7857423E+00
2.3452900E+00, 5.198609E-01, 4.7852149E+00
2.3453900E+00, 5.125944E-01, 4.7849517E+00
2.3454900E+00, 5.141228E-01, 4.7853470E+00
2.3455900E+00, 5.111384E-01, 4.7838974E+00
2.3456900E+00, 5.068695E-01, 4.7858739E+00
2.3457900E+00, 5.048140E-01, 4.7827115E+00
2.3458900E+00, 5.199926E-01, 4.7871914E+00
2.3459900E+00, 5.134311E-01, 4.7816572E+00
2.3460900E+00, 5.077918E-01, 4.7845564E+00
2.3461900E+00, 5.123770E-01, 4.7848196E+00
2.3462900E+00, 5.111384E-01, 4.7895632E+00
2.3463900E+00, 5.044253E-01, 4.7825799E+00
2.3464900E+00, 5.156578E-01, 4.7918029E+00
2.3465900E+00, 5.135760E-01, 4.7837658E+00
2.3466900E+00, 5.176868E-01, 4.7836337E+00
2.3467900E+00, 5.129831E-01, 4.7870598E+00
2.3468900E+00, 5.143138E-01, 4.7812619E+00
2.3469900E+00, 5.089710E-01, 4.7895632E+00
2.3470900E+00, 5.074492E-01, 4.7861371E+00
2.3471900E+00, 5.066916E-01, 4.7854786E+00
2.3472900E+00, 4.984632E-01, 4.7852149E+00
2.3473900E+00, 5.038588E-01, 4.7932525E+00
2.3474900E+00, 5.132071E-01, 4.7875867E+00
2.3475900E+00, 5.056177E-01, 4.7904854E+00
2.3476900E+00, 5.124561E-01, 4.7911444E+00
2.3477900E+00, 5.155326E-01, 4.7903538E+00
2.3478900E+00, 5.205658E-01, 4.7889042E+00
2.3479900E+00, 5.172125E-01, 4.7904854E+00
2.3480900E+00, 5.166196E-01, 4.7904854E+00
2.3481900E+00, 5.206580E-01, 4.7869277E+00
2.3482900E+00, 5.125549E-01, 4.7864008E+00
2.3483900E+00, 5.193141E-01, 4.7825799E+00
2.3484900E+00, 5.182337E-01, 4.7895632E+00
2.3485900E+00, 5.098867E-01, 4.7910128E+00
2.3486900E+00, 5.084110E-01, 4.7875867E+00
2.3487900E+00, 5.026400E-01, 4.7877183E+00
2.3488900E+00, 5.070605E-01, 4.7835021E+00
2.3489900E+00, 5.069354E-01, 4.7817893E+00
2.3490900E+00, 5.183457E-01, 4.7894316E+00
2.3491900E+00, 5.124099E-01, 4.7842927E+00
2.3492900E+00, 5.132532E-01, 4.7845564E+00
2.3493900E+00, 5.208952E-01, 4.7864008E+00
2.3494900E+00, 5.180228E-01, 4.7857423E+00
2.3495900E+00, 5.059472E-01, 4.7819209E+00
2.3496900E+00, 5.081739E-01, 4.7916713E+00
2.3497900E+00, 5.032593E-01, 4.7823162E+00
2.3498900E+00, 5.198280E-01, 4.7866645E+00
2.3499900E+00, 5.189518E-01, 4.7931209E+00
2.3500900E+00, 5.057495E-01, 4.7833705E+00
2.3501900E+00, 5.156446E-01, 4.7860055E+00
