,Channel 1,Channel 2
Revision:           ,0,0
Type:               ,average,average
Start:              ,0,0
Points:             ,71000,71000
Count:              ,48,48
XDispRange:         ,7.10000E+00,7.10000E+00
XDispOrg:           ,-3.67099999999998E-02,-3.67099999999998E-02
XInc:               ,1.00000000000000E-04,1.00000000000000E-04
XOrg:               ,-3.66100000000001E-02,-3.66100000000001E-02
Units:              ,Second,Second
XReference:         ,4,4
YDispRange:         ,4.00000E-01,8.00000E+00
YDispOrg:           ,5.87999999523163E-01,2.35999989509583E+00
YInc:               ,6.587944310779E-06,1.31762197229732E-04
YOrg:               ,5.94640647865265E-01,2.49281629480757E+00
Units:              ,Volt,Volt
YReference:         ,1,1
Frame:              ,DSOS104A:MY55510295,DSOS104A:MY55510295
Date:               ,10 MAY 2018,10 MAY 2018
Time:               ,18:08:09,18:08:09
Max Bandwidth:      ,5000,5000
Min Bandwidth:      ,0,0
Time Tags (Channel 1),Channel 1,Channel 2
2.5273900E+00, 5.109276E-01, 4.7832384E+00
2.5274900E+00, 5.066257E-01, 4.7854786E+00
2.5275900E+00, 5.153086E-01, 4.7892995E+00
2.5276900E+00, 5.085494E-01, 4.7906175E+00
2.5277900E+00, 5.099790E-01, 4.7882457E+00
2.5278900E+00, 5.068431E-01, 4.7915397E+00
2.5279900E+00, 5.089908E-01, 4.7856102E+00
2.5280900E+00, 5.085560E-01, 4.7949653E+00
2.5281900E+00, 5.192943E-01, 4.7865324E+00
2.5282900E+00, 5.016057E-01, 4.7853470E+00
2.5283900E+00, 5.157896E-01, 4.7911444E+00
2.5284900E+00, 5.210665E-01, 4.7925935E+00
2.5285900E+00, 5.171269E-01, 4.7895632E+00
2.5286900E+00, 5.173773E-01, 4.7837658E+00
2.5287900E+00, 5.150319E-01, 4.7819209E+00
2.5288900E+00, 5.083056E-01, 4.7873230E+00
2.5289900E+00, 5.039444E-01, 4.7860055E+00
2.5290900E+00, 5.144258E-01, 4.7856102E+00
2.5291900E+00, 5.120674E-01, 4.7902222E+00
2.5292900E+00, 5.082002E-01, 4.7862692E+00
2.5293900E+00, 5.096364E-01, 4.7833705E+00
2.5294900E+00, 5.114810E-01, 4.7869277E+00
2.5295900E+00, 4.969414E-01, 4.7875867E+00
2.5296900E+00, 4.985291E-01, 4.7906175E+00
2.5297900E+00, 5.014278E-01, 4.7870598E+00
2.5298900E+00, 5.057429E-01, 4.7887726E+00
2.5299900E+00, 5.173904E-01, 4.7898269E+00
2.5300900E+00, 5.129501E-01, 4.7921982E+00
2.5301900E+00, 5.165340E-01, 4.7857423E+00
2.5302900E+00, 5.179504E-01, 4.7861371E+00
2.5303900E+00, 5.126471E-01, 4.7867961E+00
2.5304900E+00, 5.067575E-01, 4.7879820E+00
2.5305900E+00, 5.096957E-01, 4.7850833E+00
2.5306900E+00, 5.091687E-01, 4.7945700E+00
2.5307900E+00, 5.068497E-01, 4.7931209E+00
2.5308900E+00, 5.120015E-01, 4.7861371E+00
2.5309900E+00, 5.173773E-01, 4.7885089E+00
2.5310900E+00, 5.110924E-01, 4.7954926E+00
2.5311900E+00, 5.193998E-01, 4.7809987E+00
2.5312900E+00, 5.015991E-01, 4.7870598E+00
2.5313900E+00, 5.118631E-01, 4.7881136E+00
2.5314900E+00, 5.202957E-01, 4.7852149E+00
2.5315900E+00, 5.269034E-01, 4.7915397E+00
2.5316900E+00, 5.143797E-01, 4.7889042E+00
2.5317900E+00, 5.138659E-01, 4.7912760E+00
2.5318900E+00, 5.168634E-01, 4.7829752E+00
2.5319900E+00, 5.059603E-01, 4.7931209E+00
2.5320900E+00, 5.006241E-01, 4.7787585E+00
2.5321900E+00, 5.012170E-01, 4.7920666E+00
2.5322900E+00, 5.006438E-01, 4.7869277E+00
2.5323900E+00, 4.981997E-01, 4.7896948E+00
2.5324900E+00, 5.138593E-01, 4.7856102E+00
2.5325900E+00, 5.141294E-01, 4.7856102E+00
2.5326900E+00, 5.188200E-01, 4.7853470E+00
2.5327900E+00, 5.163956E-01, 4.7825799E+00
2.5328900E+00, 5.148804E-01, 4.7849517E+00
2.5329900E+00, 5.223643E-01, 4.7815256E+00
2.5330900E+00, 5.101239E-01, 4.7854786E+00
2.5331900E+00, 5.197818E-01, 4.7866645E+00
2.5332900E+00, 5.141755E-01, 4.7857423E+00
2.5333900E+00, 5.198345E-01, 4.7840290E+00
2.5334900E+00, 5.064347E-01, 4.7903538E+00
2.5335900E+00, 5.115074E-01, 4.7904854E+00
2.5336900E+00, 5.022908E-01, 4.7933841E+00
2.5337900E+00, 5.001630E-01, 4.7939115E+00
2.5338900E+00, 5.177857E-01, 4.7850833E+00
2.5339900E+00, 5.282012E-01, 4.7844243E+00
2.5340900E+00, 5.174563E-01, 4.7903538E+00
2.5341900E+00, 5.148013E-01, 4.7889042E+00
2.5342900E+00, 5.126669E-01, 4.7915397E+00
2.5343900E+00, 5.097616E-01, 4.7874551E+00
2.5344900E+00, 5.054069E-01, 4.7923303E+00
2.5345900E+00, 4.972050E-01, 4.7832384E+00
2.5346900E+00, 5.039971E-01, 4.7891679E+00
2.5347900E+00, 5.232537E-01, 4.7912760E+00
2.5348900E+00, 5.178713E-01, 4.7933841E+00
2.5349900E+00, 5.050380E-01, 4.7865324E+00
2.5350900E+00, 5.052949E-01, 4.7894316E+00
2.5351900E+00, 5.098867E-01, 4.7883773E+00
2.5352900E+00, 5.081739E-01, 4.7832384E+00
2.5353900E+00, 5.048009E-01, 4.7865324E+00
2.5354900E+00, 5.115733E-01, 4.7944384E+00
2.5355900E+00, 5.090830E-01, 4.7862692E+00
2.5356900E+00, 5.058944E-01, 4.7849517E+00
2.5357900E+00, 5.155128E-01, 4.7935162E+00
2.5358900E+00, 5.178911E-01, 4.7867961E+00
2.5359900E+00, 5.195315E-01, 4.7920666E+00
2.5360900E+00, 5.256715E-01, 4.7856102E+00
2.5361900E+00, 5.146366E-01, 4.7894316E+00
2.5362900E+00, 5.051962E-01, 4.7832384E+00
2.5363900E+00, 5.145246E-01, 4.7833705E+00
2.5364900E+00, 5.199729E-01, 4.7911444E+00
2.5365900E+00, 5.106312E-01, 4.7860055E+00
2.5366900E+00, 5.059142E-01, 4.7873230E+00
2.5367900E+00, 5.128447E-01, 4.7892995E+00
2.5368900E+00, 5.052817E-01, 4.7892995E+00
2.5369900E+00, 5.070474E-01, 4.7878504E+00
2.5370900E+00, 4.981141E-01, 4.7861371E+00
2.5371900E+00, 5.039642E-01, 4.7871914E+00
2.5372900E+00, 5.110264E-01, 4.7873230E+00
2.5373900E+00, 5.159938E-01, 4.7852149E+00
2.5374900E+00, 5.160267E-01, 4.7837658E+00
2.5375900E+00, 5.164418E-01, 4.7916713E+00
2.5376900E+00, 5.229309E-01, 4.7877183E+00
2.5377900E+00, 5.148146E-01, 4.7808666E+00
2.5378900E+00, 5.095310E-01, 4.7908807E+00
2.5379900E+00, 5.156710E-01, 4.7853470E+00
2.5380900E+00, 5.095903E-01, 4.7882457E+00
2.5381900E+00, 5.166130E-01, 4.7912760E+00
2.5382900E+00, 5.062700E-01, 4.7907491E+00
2.5383900E+00, 5.176671E-01, 4.7878504E+00
2.5384900E+00, 5.104072E-01, 4.7879820E+00
2.5385900E+00, 5.115667E-01, 4.7862692E+00
2.5386900E+00, 5.153613E-01, 4.7904854E+00
2.5387900E+00, 5.128645E-01, 4.7874551E+00
2.5388900E+00, 5.077918E-01, 4.7846880E+00
2.5389900E+00, 5.162375E-01, 4.7864008E+00
2.5390900E+00, 5.083320E-01, 4.7878504E+00
2.5391900E+00, 5.023633E-01, 4.7865324E+00
2.5392900E+00, 5.123243E-01, 4.7878504E+00
2.5393900E+00, 4.966384E-01, 4.7891679E+00
2.5394900E+00, 5.096232E-01, 4.7902222E+00
2.5395900E+00, 5.151505E-01, 4.7870598E+00
2.5396900E+00, 5.028508E-01, 4.7850833E+00
2.5397900E+00, 5.056046E-01, 4.7896948E+00
2.5398900E+00, 5.169886E-01, 4.7848196E+00
2.5399900E+00, 5.135891E-01, 4.7865324E+00
2.5400900E+00, 5.081475E-01, 4.7929888E+00
2.5401900E+00, 5.118434E-01, 4.7936478E+00
2.5402900E+00, 5.129238E-01, 4.7873230E+00
2.5403900E+00, 5.106246E-01, 4.7867961E+00
2.5404900E+00, 5.201837E-01, 4.7920666E+00
2.5405900E+00, 5.206251E-01, 4.7889042E+00
2.5406900E+00, 5.156248E-01, 4.7944384E+00
2.5407900E+00, 5.096627E-01, 4.7896948E+00
2.5408900E+00, 5.047482E-01, 4.7877183E+00
2.5409900E+00, 5.014740E-01, 4.7887726E+00
2.5410900E+00, 5.199795E-01, 4.7932525E+00
2.5411900E+00, 5.145774E-01, 4.7881136E+00
2.5412900E+00, 5.084374E-01, 4.7852149E+00
2.5413900E+00, 5.054465E-01, 4.7879820E+00
2.5414900E+00, 5.104665E-01, 4.7869277E+00
2.5415900E+00, 5.106509E-01, 4.7819209E+00
2.5416900E+00, 5.072186E-01, 4.7864008E+00
2.5417900E+00, 5.220547E-01, 4.7883773E+00
2.5418900E+00, 5.020998E-01, 4.7811303E+00
2.5419900E+00, 5.150517E-01, 4.7871914E+00
2.5420900E+00, 5.146762E-01, 4.7835021E+00
2.5421900E+00, 5.012038E-01, 4.7874551E+00
2.5422900E+00, 5.215738E-01, 4.7873230E+00
2.5423900E+00, 5.140042E-01, 4.7871914E+00
2.5424900E+00, 5.227728E-01, 4.7850833E+00
2.5425900E+00, 5.083517E-01, 4.7881136E+00
2.5426900E+00, 5.146828E-01, 4.7870598E+00
2.5427900E+00, 5.027125E-01, 4.7910128E+00
2.5428900E+00, 5.082464E-01, 4.7827115E+00
2.5429900E+00, 5.196040E-01, 4.7844243E+00
2.5430900E+00, 5.214157E-01, 4.7862692E+00
2.5431900E+00, 5.156973E-01, 4.7854786E+00
2.5432900E+00, 5.169490E-01, 4.7854786E+00
2.5433900E+00, 5.103611E-01, 4.7919350E+00
2.5434900E+00, 5.067245E-01, 4.7891679E+00
2.5435900E+00, 5.266794E-01, 4.7982593E+00
2.5436900E+00, 5.187541E-01, 4.7887726E+00
2.5437900E+00, 5.161914E-01, 4.7865324E+00
2.5438900E+00, 5.047613E-01, 4.7860055E+00
2.5439900E+00, 5.242880E-01, 4.7898269E+00
2.5440900E+00, 5.191098E-01, 4.7877183E+00
2.5441900E+00, 5.066323E-01, 4.7887726E+00
2.5442900E+00, 5.061119E-01, 4.7889042E+00
2.5443900E+00, 5.035030E-01, 4.7903538E+00
2.5444900E+00, 5.004857E-01, 4.7823162E+00
2.5445900E+00, 5.068563E-01, 4.7887726E+00
2.5446900E+00, 5.144324E-01, 4.7931209E+00
2.5447900E+00, 5.222391E-01, 4.7957559E+00
2.5448900E+00, 5.227793E-01, 4.7861371E+00
2.5449900E+00, 5.140240E-01, 4.7902222E+00
2.5450900E+00, 5.154997E-01, 4.7883773E+00
2.5451900E+00, 5.065005E-01, 4.7906175E+00
2.5452900E+00, 5.074558E-01, 4.7852149E+00
2.5453900E+00, 5.202693E-01, 4.7865324E+00
2.5454900E+00, 5.152361E-01, 4.7895632E+00
2.5455900E+00, 5.164878E-01, 4.7846880E+00
2.5456900E+00, 5.121925E-01, 4.7864008E+00
2.5457900E+00, 5.038390E-01, 4.7882457E+00
2.5458900E+00, 5.021130E-01, 4.7849517E+00
2.5459900E+00, 5.154470E-01, 4.7864008E+00
2.5460900E+00, 5.030880E-01, 4.7973371E+00
2.5461900E+00, 5.125878E-01, 4.7856102E+00
2.5462900E+00, 5.041618E-01, 4.7906175E+00
2.5463900E+00, 5.233657E-01, 4.7902222E+00
2.5464900E+00, 5.144126E-01, 4.7857423E+00
2.5465900E+00, 4.976991E-01, 4.7920666E+00
2.5466900E+00, 5.110989E-01, 4.7831068E+00
2.5467900E+00, 5.030880E-01, 4.7878504E+00
2.5468900E+00, 5.073570E-01, 4.7865324E+00
2.5469900E+00, 5.151834E-01, 4.7854786E+00
2.5470900E+00, 4.997018E-01, 4.7941747E+00
2.5471900E+00, 4.989046E-01, 4.7823162E+00
2.5472900E+00, 5.035360E-01, 4.7925935E+00
2.5473900E+00, 5.029101E-01, 4.7898269E+00
2.5474900E+00, 5.003145E-01, 4.7900901E+00
2.5475900E+00, 4.987861E-01, 4.7838974E+00
2.5476900E+00, 5.016057E-01, 4.7860055E+00
2.5477900E+00, 4.930216E-01, 4.7821846E+00
2.5478900E+00, 4.973960E-01, 4.7862692E+00
2.5479900E+00, 5.036875E-01, 4.7828431E+00
2.5480900E+00, 5.057166E-01, 4.7857423E+00
2.5481900E+00, 5.010457E-01, 4.7853470E+00
2.5482900E+00, 4.961509E-01, 4.7925935E+00
2.5483900E+00, 4.886604E-01, 4.7879820E+00
2.5484900E+00, 4.871715E-01, 4.7838974E+00
2.5485900E+00, 5.028179E-01, 4.7883773E+00
2.5486900E+00, 4.983512E-01, 4.7874551E+00
2.5487900E+00, 4.962826E-01, 4.7833705E+00
2.5488900E+00, 5.038851E-01, 4.7936478E+00
2.5489900E+00, 4.962036E-01, 4.7929888E+00
2.5490900E+00, 4.928833E-01, 4.7915397E+00
2.5491900E+00, 4.753659E-01, 4.7903538E+00
2.5492900E+00, 4.828959E-01, 4.7887726E+00
2.5493900E+00, 4.871913E-01, 4.7925935E+00
2.5494900E+00, 5.007756E-01, 4.7873230E+00
2.5495900E+00, 5.056639E-01, 4.7911444E+00
2.5496900E+00, 5.081344E-01, 4.7883773E+00
2.5497900E+00, 5.129304E-01, 4.7860055E+00
2.5498900E+00, 5.093663E-01, 4.7907491E+00
2.5499900E+00, 5.171269E-01, 4.7936478E+00
2.5500900E+00, 5.056968E-01, 4.7891679E+00
2.5501900E+00, 5.047152E-01, 4.7908807E+00
2.5502900E+00, 4.995700E-01, 4.7856102E+00
2.5503900E+00, 4.951429E-01, 4.7960196E+00
2.5504900E+00, 4.923101E-01, 4.7919350E+00
2.5505900E+00, 5.081673E-01, 4.7911444E+00
2.5506900E+00, 5.024621E-01, 4.7928572E+00
2.5507900E+00, 5.002025E-01, 4.7891679E+00
2.5508900E+00, 4.984369E-01, 4.7929888E+00
2.5509900E+00, 4.948465E-01, 4.7882457E+00
2.5510900E+00, 4.873494E-01, 4.7899585E+00
2.5511900E+00, 5.071066E-01, 4.7950974E+00
2.5512900E+00, 5.041882E-01, 4.7923303E+00
2.5513900E+00, 5.041618E-01, 4.7936478E+00
2.5514900E+00, 5.078511E-01, 4.7918029E+00
2.5515900E+00, 5.047547E-01, 4.7944384E+00
2.5516900E+00, 5.009469E-01, 4.7842927E+00
2.5517900E+00, 4.797798E-01, 4.7923303E+00
2.5518900E+00, 4.871320E-01, 4.7896948E+00
2.5519900E+00, 4.914800E-01, 4.7953606E+00
2.5520900E+00, 4.962761E-01, 4.7925935E+00
2.5521900E+00, 4.994646E-01, 4.7978640E+00
2.5522900E+00, 5.073833E-01, 4.7940431E+00
2.5523900E+00, 5.092345E-01, 4.7936478E+00
2.5524900E+00, 5.169688E-01, 4.7895632E+00
2.5525900E+00, 5.083254E-01, 4.7890363E+00
2.5526900E+00, 5.085757E-01, 4.7936478E+00
2.5527900E+00, 5.156051E-01, 4.7886410E+00
2.5528900E+00, 5.124692E-01, 4.7912760E+00
2.5529900E+00, 5.136682E-01, 4.7920666E+00
2.5530900E+00, 5.142941E-01, 4.7861371E+00
2.5531900E+00, 5.198148E-01, 4.7915397E+00
2.5532900E+00, 5.008349E-01, 4.7941747E+00
2.5533900E+00, 5.141755E-01, 4.7883773E+00
2.5534900E+00, 5.212905E-01, 4.7898269E+00
2.5535900E+00, 5.229770E-01, 4.7882457E+00
2.5536900E+00, 5.130753E-01, 4.7871914E+00
2.5537900E+00, 5.189123E-01, 4.7899585E+00
2.5538900E+00, 5.116391E-01, 4.7900901E+00
2.5539900E+00, 5.045176E-01, 4.7828431E+00
2.5540900E+00, 5.186751E-01, 4.7885089E+00
2.5541900E+00, 5.163166E-01, 4.7935162E+00
2.5542900E+00, 5.192680E-01, 4.7923303E+00
2.5543900E+00, 5.123045E-01, 4.7902222E+00
2.5544900E+00, 5.182271E-01, 4.7890363E+00
2.5545900E+00, 5.182468E-01, 4.7911444E+00
2.5546900E+00, 4.999060E-01, 4.7933841E+00
2.5547900E+00, 5.068497E-01, 4.7875867E+00
2.5548900E+00, 4.925341E-01, 4.7875867E+00
2.5549900E+00, 5.115469E-01, 4.7932525E+00
2.5550900E+00, 5.088327E-01, 4.7867961E+00
2.5551900E+00, 5.237610E-01, 4.7932525E+00
2.5552900E+00, 5.162178E-01, 4.7958879E+00
2.5553900E+00, 5.246503E-01, 4.7832384E+00
2.5554900E+00, 5.132532E-01, 4.7918029E+00
2.5555900E+00, 5.182534E-01, 4.7873230E+00
2.5556900E+00, 5.117577E-01, 4.7866645E+00
2.5557900E+00, 5.114810E-01, 4.7943068E+00
2.5558900E+00, 5.185631E-01, 4.7915397E+00
2.5559900E+00, 5.165735E-01, 4.7856102E+00
2.5560900E+00, 5.159081E-01, 4.7907491E+00
2.5561900E+00, 5.206185E-01, 4.7927256E+00
2.5562900E+00, 5.018955E-01, 4.7921982E+00
2.5563900E+00, 5.035096E-01, 4.7852149E+00
2.5564900E+00, 5.173245E-01, 4.7935162E+00
2.5565900E+00, 5.141228E-01, 4.7939115E+00
2.5566900E+00, 5.171664E-01, 4.7885089E+00
2.5567900E+00, 5.093531E-01, 4.7873230E+00
2.5568900E+00, 5.203023E-01, 4.7904854E+00
2.5569900E+00, 5.100712E-01, 4.7916713E+00
2.5570900E+00, 4.975146E-01, 4.7923303E+00
2.5571900E+00, 5.086877E-01, 4.7894316E+00
2.5572900E+00, 4.996754E-01, 4.7850833E+00
2.5573900E+00, 5.132664E-01, 4.7898269E+00
2.5574900E+00, 5.190506E-01, 4.7921982E+00
2.5575900E+00, 5.086153E-01, 4.7870598E+00
2.5576900E+00, 5.203484E-01, 4.7850833E+00
2.5577900E+00, 5.177396E-01, 4.7861371E+00
2.5578900E+00, 5.044582E-01, 4.7877183E+00
2.5579900E+00, 5.115271E-01, 4.7833705E+00
2.5580900E+00, 5.097221E-01, 4.7790222E+00
2.5581900E+00, 5.039049E-01, 4.7870598E+00
2.5582900E+00, 5.110594E-01, 4.7833705E+00
2.5583900E+00, 5.100185E-01, 4.7898269E+00
2.5584900E+00, 5.087141E-01, 4.7832384E+00
2.5585900E+00, 5.077720E-01, 4.7903538E+00
2.5586900E+00, 5.112768E-01, 4.7837658E+00
2.5587900E+00, 4.952549E-01, 4.7882457E+00
2.5588900E+00, 5.087536E-01, 4.7891679E+00
2.5589900E+00, 5.164220E-01, 4.7856102E+00
2.5590900E+00, 5.162573E-01, 4.7867961E+00
2.5591900E+00, 5.154536E-01, 4.7912760E+00
2.5592900E+00, 5.128184E-01, 4.7935162E+00
2.5593900E+00, 5.186355E-01, 4.7871914E+00
2.5594900E+00, 5.030617E-01, 4.7928572E+00
2.5595900E+00, 5.036084E-01, 4.7977324E+00
2.5596900E+00, 5.115403E-01, 4.7900901E+00
2.5597900E+00, 4.972708E-01, 4.7881136E+00
2.5598900E+00, 5.109804E-01, 4.7864008E+00
2.5599900E+00, 5.142084E-01, 4.7921982E+00
2.5600900E+00, 5.163758E-01, 4.7908807E+00
2.5601900E+00, 5.168831E-01, 4.7923303E+00
2.5602900E+00, 5.119883E-01, 4.7881136E+00
2.5603900E+00, 5.149001E-01, 4.7898269E+00
2.5604900E+00, 5.093399E-01, 4.7889042E+00
2.5605900E+00, 5.033845E-01, 4.7914081E+00
2.5606900E+00, 5.148541E-01, 4.7844243E+00
2.5607900E+00, 5.162178E-01, 4.7870598E+00
2.5608900E+00, 5.160003E-01, 4.7899585E+00
2.5609900E+00, 5.138461E-01, 4.7845564E+00
2.5610900E+00, 5.031143E-01, 4.7869277E+00
2.5611900E+00, 5.004725E-01, 4.7864008E+00
2.5612900E+00, 5.071857E-01, 4.7896948E+00
2.5613900E+00, 5.130292E-01, 4.7907491E+00
2.5614900E+00, 5.155326E-01, 4.7881136E+00
2.5615900E+00, 5.110594E-01, 4.7875867E+00
2.5616900E+00, 5.196567E-01, 4.7886410E+00
2.5617900E+00, 5.103611E-01, 4.7885089E+00
2.5618900E+00, 5.051697E-01, 4.7824478E+00
2.5619900E+00, 5.128250E-01, 4.7898269E+00
2.5620900E+00, 5.023040E-01, 4.7866645E+00
2.5621900E+00, 5.089842E-01, 4.7846880E+00
2.5622900E+00, 5.100778E-01, 4.7894316E+00
2.5623900E+00, 5.134706E-01, 4.7910128E+00
2.5624900E+00, 5.027125E-01, 4.7932525E+00
2.5625900E+00, 5.182008E-01, 4.7871914E+00
2.5626900E+00, 5.134706E-01, 4.7890363E+00
2.5627900E+00, 5.087207E-01, 4.7878504E+00
2.5628900E+00, 5.160663E-01, 4.7910128E+00
2.5629900E+00, 5.098802E-01, 4.7870598E+00
2.5630900E+00, 5.101239E-01, 4.7892995E+00
2.5631900E+00, 5.144456E-01, 4.7908807E+00
2.5632900E+00, 5.144917E-01, 4.7787585E+00
2.5633900E+00, 5.162771E-01, 4.7824478E+00
2.5634900E+00, 5.171993E-01, 4.7903538E+00
2.5635900E+00, 5.097682E-01, 4.7912760E+00
2.5636900E+00, 4.999587E-01, 4.7912760E+00
2.5637900E+00, 5.160992E-01, 4.7906175E+00
2.5638900E+00, 5.107629E-01, 4.7874551E+00
2.5639900E+00, 5.140371E-01, 4.7829752E+00
2.5640900E+00, 5.124033E-01, 4.7817893E+00
2.5641900E+00, 5.101700E-01, 4.7879820E+00
2.5642900E+00, 5.022315E-01, 4.7829752E+00
2.5643900E+00, 4.961575E-01, 4.7885089E+00
2.5644900E+00, 5.074690E-01, 4.7812619E+00
2.5645900E+00, 4.981668E-01, 4.7874551E+00
2.5646900E+00, 5.044582E-01, 4.7833705E+00
2.5647900E+00, 5.207832E-01, 4.7850833E+00
2.5648900E+00, 5.173180E-01, 4.7889042E+00
2.5649900E+00, 5.130292E-01, 4.7840290E+00
2.5650900E+00, 5.125549E-01, 4.7879820E+00
2.5651900E+00, 5.152625E-01, 4.7833705E+00
2.5652900E+00, 5.068431E-01, 4.7887726E+00
2.5653900E+00, 5.169820E-01, 4.7841611E+00
2.5654900E+00, 5.116984E-01, 4.7854786E+00
2.5655900E+00, 5.222457E-01, 4.7896948E+00
2.5656900E+00, 5.059999E-01, 4.7792859E+00
2.5657900E+00, 5.125614E-01, 4.7845564E+00
2.5658900E+00, 5.011577E-01, 4.7846880E+00
2.5659900E+00, 5.073043E-01, 4.7877183E+00
2.5660900E+00, 5.175485E-01, 4.7892995E+00
2.5661900E+00, 5.102359E-01, 4.7878504E+00
2.5662900E+00, 5.159543E-01, 4.7840290E+00
2.5663900E+00, 5.124363E-01, 4.7865324E+00
2.5664900E+00, 5.187146E-01, 4.7842927E+00
2.5665900E+00, 5.089051E-01, 4.7838974E+00
2.5666900E+00, 5.143534E-01, 4.7949653E+00
2.5667900E+00, 5.043595E-01, 4.7890363E+00
2.5668900E+00, 4.971918E-01, 4.7949653E+00
2.5669900E+00, 5.131609E-01, 4.7907491E+00
2.5670900E+00, 5.100054E-01, 4.7890363E+00
2.5671900E+00, 5.056968E-01, 4.7892995E+00
2.5672900E+00, 5.275754E-01, 4.7954926E+00
2.5673900E+00, 5.139318E-01, 4.7890363E+00
2.5674900E+00, 5.176539E-01, 4.7898269E+00
2.5675900E+00, 5.138000E-01, 4.7886410E+00
2.5676900E+00, 5.197160E-01, 4.7874551E+00
2.5677900E+00, 5.117775E-01, 4.7882457E+00
2.5678900E+00, 5.251312E-01, 4.7923303E+00
2.5679900E+00, 5.188793E-01, 4.7920666E+00
2.5680900E+00, 5.288337E-01, 4.7861371E+00
2.5681900E+00, 5.066521E-01, 4.7902222E+00
2.5682900E+00, 5.094849E-01, 4.7921982E+00
2.5683900E+00, 5.100383E-01, 4.7835021E+00
2.5684900E+00, 5.122254E-01, 4.7879820E+00
2.5685900E+00, 5.225158E-01, 4.7892995E+00
2.5686900E+00, 5.110857E-01, 4.7849517E+00
2.5687900E+00, 5.141162E-01, 4.7845564E+00
2.5688900E+00, 5.089579E-01, 4.7900901E+00
2.5689900E+00, 5.139647E-01, 4.7943068E+00
2.5690900E+00, 5.088392E-01, 4.7889042E+00
2.5691900E+00, 5.067377E-01, 4.7858739E+00
2.5692900E+00, 5.042804E-01, 4.7857423E+00
2.5693900E+00, 5.071989E-01, 4.7828431E+00
2.5694900E+00, 5.089315E-01, 4.7849517E+00
2.5695900E+00, 5.105982E-01, 4.7879820E+00
2.5696900E+00, 5.084308E-01, 4.7877183E+00
2.5697900E+00, 5.198938E-01, 4.7827115E+00
2.5698900E+00, 5.179833E-01, 4.7857423E+00
2.5699900E+00, 5.142809E-01, 4.7903538E+00
2.5700900E+00, 5.134706E-01, 4.7866645E+00
2.5701900E+00, 5.126207E-01, 4.7916713E+00
2.5702900E+00, 5.104138E-01, 4.7864008E+00
2.5703900E+00, 5.238993E-01, 4.7889042E+00
2.5704900E+00, 5.136089E-01, 4.7928572E+00
2.5705900E+00, 5.190506E-01, 4.7802081E+00
2.5706900E+00, 5.126076E-01, 4.7835021E+00
2.5707900E+00, 5.187080E-01, 4.7886410E+00
2.5708900E+00, 5.076271E-01, 4.7838974E+00
2.5709900E+00, 5.161585E-01, 4.7877183E+00
2.5710900E+00, 5.080882E-01, 4.7910128E+00
2.5711900E+00, 5.151439E-01, 4.7837658E+00
2.5712900E+00, 5.180295E-01, 4.7869277E+00
2.5713900E+00, 5.139186E-01, 4.7904854E+00
2.5714900E+00, 5.105192E-01, 4.7838974E+00
2.5715900E+00, 5.118302E-01, 4.7856102E+00
2.5716900E+00, 5.034240E-01, 4.7858739E+00
2.5717900E+00, 5.027257E-01, 4.7885089E+00
2.5718900E+00, 5.012829E-01, 4.7858739E+00
2.5719900E+00, 5.155853E-01, 4.7860055E+00
2.5720900E+00, 5.164813E-01, 4.7896948E+00
2.5721900E+00, 5.263302E-01, 4.7846880E+00
2.5722900E+00, 5.285767E-01, 4.7866645E+00
2.5723900E+00, 5.159740E-01, 4.7837658E+00
2.5724900E+00, 5.101634E-01, 4.7895632E+00
2.5725900E+00, 5.038720E-01, 4.7846880E+00
2.5726900E+00, 5.107761E-01, 4.7937794E+00
2.5727900E+00, 5.257703E-01, 4.7906175E+00
2.5728900E+00, 5.233855E-01, 4.7903538E+00
2.5729900E+00, 5.275820E-01, 4.7836337E+00
2.5730900E+00, 5.159543E-01, 4.7832384E+00
2.5731900E+00, 5.115535E-01, 4.7812619E+00
2.5732900E+00, 5.029694E-01, 4.7877183E+00
2.5733900E+00, 5.176473E-01, 4.7832384E+00
2.5734900E+00, 5.163034E-01, 4.7816572E+00
2.5735900E+00, 5.155656E-01, 4.7856102E+00
2.5736900E+00, 5.220085E-01, 4.7817893E+00
2.5737900E+00, 5.206119E-01, 4.7864008E+00
2.5738900E+00, 5.208688E-01, 4.7910128E+00
2.5739900E+00, 5.064281E-01, 4.7815256E+00
2.5740900E+00, 5.048733E-01, 4.7813940E+00
2.5741900E+00, 5.002156E-01, 4.7870598E+00
2.5742900E+00, 4.993592E-01, 4.7806034E+00
2.5743900E+00, 5.140569E-01, 4.7912760E+00
2.5744900E+00, 5.045110E-01, 4.7883773E+00
2.5745900E+00, 5.082332E-01, 4.7849517E+00
2.5746900E+00, 5.058944E-01, 4.7902222E+00
2.5747900E+00, 5.091094E-01, 4.7848196E+00
2.5748900E+00, 5.012434E-01, 4.7821846E+00
2.5749900E+00, 4.934762E-01, 4.7870598E+00
2.5750900E+00, 5.027454E-01, 4.7827115E+00
2.5751900E+00, 4.863480E-01, 4.7908807E+00
2.5752900E+00, 4.880213E-01, 4.7910128E+00
2.5753900E+00, 5.018231E-01, 4.7873230E+00
2.5754900E+00, 5.056177E-01, 4.7857423E+00
